|service_request_id|status|service_name|service_code|description|agency_responsible|requested_datetime|updated_datetime|expected_datetime|address|zipcode|latitude|longitude|requested_date|updated_date|last_table_update
4321|SR21070632|CLOS|"""Animal, waste in the yard"""|"""DOG_WSTE"""|"""6-7 DOG CAGES AND DOG WASTE ALL OVER THE YARD CAUSE UNBEARABLE ODOR"""|Cinc Health Dept|2021-08-09|2021-08-26|2022-02-05|"""5824 BRAMBLE AV - GJ2513236880 """|45227.0|39.152019366746|-84.3946789612837|08/09/2021 12:00:00 AM|08/26/2021 12:00:00 AM|08/26/2021 12:00:00 AM
4322|SR21070523|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-08-09|2021-08-13|2022-08-09|"""725 PURCELL AV, CINC - GJ1054731259"""|45205.0|39.1050721301161|-84.5650517498742|08/09/2021 12:00:00 AM|08/13/2021 12:00:00 AM|08/13/2021 12:00:00 AM
4323|SR21070823|CLOS|"""Building, residential"""|"""BLD-RES"""|"""Foundation has holes,  cracks and leaks it whenever it rains.  Caller was told by a concrete company that the foundation is bad and to have a city inspector to come out and look at the property."""|Cinc Building Dept|2021-08-09|2021-08-24|2022-08-09|"""2622 HEMLOCK ST - GJ1668634030 """|45206.0|39.1285062341394|-84.4932412062658|08/09/2021 12:00:00 AM|08/24/2021 12:00:00 AM|08/24/2021 12:00:00 AM
4324|SR21070813|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""
WATER IN BASEMENT"""|Cinc Health Dept|2021-08-09|2021-08-17|2022-02-05|"""2441 WESTWOOD NORTHERN BLVD - GJ0939135793 """|45211.0|39.1461694562947|-84.5770126414316|08/09/2021 12:00:00 AM|08/17/2021 12:00:00 AM|08/17/2021 12:00:00 AM
4325|SR21070567|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-08-09|2021-08-09|2022-08-09|"""2645 ERIE AV, CINC - """|45208.0|39.1394629443988|-84.4436514548308|08/09/2021 12:00:00 AM|08/09/2021 12:00:00 AM|08/09/2021 12:00:00 AM
4326|SR21070573|CLOS|"""Sewage, surfacing priv prop"""|"""SWGTSDOP"""|"""BACK OF BLD IN WOODED AREA AT THE EDGE OF BACH ALLEY, TRAILOR W/HOSE DRAINING SEWAGE, EXTEN CORD RUNNING FROM THIS HOUSE  """|Cinc Health Dept|2021-08-09|2021-08-17|2022-02-05|"""4217 MARBURG AV - GJ2261436918 """|45209.0|39.153012326893|-84.42377303264671|08/09/2021 12:00:00 AM|08/17/2021 12:00:00 AM|08/17/2021 12:00:00 AM
4327|SR21070111|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""1120 VINE ST - GJ1492431647 """|45202.0|39.1074886686749|-84.5143593574313|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4328|SR21070243|CLOS|"""Tree, blocking visbility-priv"""|"""TRBVPRUF"""|"""wolff and forthman street - tall trees blocking visability of sanitation workers , which are stopping  collection """|Park Department|2021-08-06|2021-08-12|2022-08-06|"""2277 FORTHMANN PL - GJ0935434436 """|45211.0|39.133957634347205|-84.57785792155859|08/06/2021 12:00:00 AM|08/12/2021 12:00:00 AM|08/12/2021 12:00:00 AM
4329|SR21070151|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-08-06|2021-09-14|2022-08-06|"""2333 RAEBURN TER, CINC - GJ1070038970"""|45223.0|39.174456432115505|-84.5608842945077|08/06/2021 12:00:00 AM|09/14/2021 12:00:00 AM|09/14/2021 12:00:00 AM
4330|SR21070103|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""1220 VINE ST - GJ1488531817 """|45202.0|39.1090362626|-84.5147526564133|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4331|SR21070155|OPEN|"""Building, residential"""|"""BLD-RES"""|"""ROOF LEAKING INTO APARTMENT/BASEMENT FLOODS/WATER LEAKING UNDER SINK"""|Cinc Building Dept|2021-08-06|2021-08-19|2022-08-06|"""1129 CLEARBROOK DR - GJ1769238209 """|45229.0|39.1658807115005|-84.48026730272609|08/06/2021 12:00:00 AM|08/19/2021 12:00:00 AM|08/19/2021 12:00:00 AM
4332|SR21070089|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""18 W 13TH ST - GJ1477431866 """|45202.0|39.1095030542881|-84.5160209507127|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4333|SR21070072|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Three illegal buildings placed on vacant lot, owner refuses to remove."""|Cinc Building Dept|2021-08-06|2021-10-22|2022-08-06|"""1900 FAIRMOUNT AV - GJ1102534099 """|45214.0|39.130518621904294|-84.5586480023252|08/06/2021 12:00:00 AM|10/22/2021 12:00:00 AM|11/06/2021 12:00:00 AM
4334|SR21070073|OPEN|"""Building, residential"""|"""BLD-RES"""|"""2 family being used as a recovery center"""|Cinc Building Dept|2021-08-06|2021-08-12|2022-08-06|"""261 BAXTER AV - GJ1575636395 """|45220.0|39.1500327253021|-84.50323361455041|08/06/2021 12:00:00 AM|08/12/2021 12:00:00 AM|08/12/2021 12:00:00 AM
4335|SR21070074|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""1209 MAIN ST - GJ1513131829 """|45202.0|39.1090829170673|-84.511909282513|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4336|SR21070090|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""111 E 12TH ST - GJ1507031755 """|45202.0|39.1084303050898|-84.51264144314091|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4337|SR21070064|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""1801 ELM ST - GJ1441132493 """|45202.0|39.1152391759121|-84.5200209587724|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4338|SR21070004|OPEN|"""Building, commercial CBHCODEC"""|"""BLD-COM"""|"""Vehicle struck building"""|Cinc Building Dept|2021-08-06|2021-08-24|2022-02-02|"""3441 WARSAW AV - GJ1031431803 """|45205.0|39.110019967208096|-84.5675800073461|08/06/2021 12:00:00 AM|08/24/2021 12:00:00 AM|08/24/2021 12:00:00 AM
4339|SR21070112|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""1200 BROADWAY - GJ1544131915 """|45202.0|39.109774466793105|-84.508298235338|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4340|SR21070215|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""LEAK IN BATHRM CEILING FROM APT ABOVE"""|Cinc Health Dept|2021-08-06|2021-10-13|2022-02-02|"""1824 SUNSET AV - GJ0905533229 """|45205.0|39.123161455337296|-84.5816923295234|08/06/2021 12:00:00 AM|10/13/2021 12:00:00 AM|11/06/2021 12:00:00 AM
4341|SR21070282|CLOS|"""Sidewalk, Obstructions"""|"""ADASDWKO"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-08-06|2021-08-09|2022-02-02|"""4004 EDWARDS RD, CINC - GJ2105736817"""|45209.0|39.1525030635591|-84.4418040050002|08/06/2021 12:00:00 AM|08/09/2021 12:00:00 AM|08/09/2021 12:00:00 AM
4342|SR21070193|CLOS|"""Sidewalk, Obstructions"""|"""ADASDWKO"""|"""Transfer: 08/07/2021 2:44 PM/SSITTASONbushes and brush from private prop obstructing sidewalk  - Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-08-06|2021-08-23|2022-02-03|"""4051 CLIFTON AV, CINC - GJ1464437420"""|45220.0|39.1595432185163|-84.51575591872971|08/06/2021 12:00:00 AM|08/23/2021 12:00:00 AM|08/23/2021 12:00:00 AM
4343|SR21070218|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description.
08/06/2021 4:23 PM/SMOORE - 4834 -4911 STEWART """|Dept of Trans and Eng|2021-08-06|2021-08-06|2022-02-02|"""4838 STEWART AV, CINC - GJ2487537708"""|45227.0|39.1595441818693|-84.3973616100519|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4344|SR21070176|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-08-06|2021-08-27|2022-08-06|"""4675 LORETTA AV, CINC - GJ0793332175"""|45238.0|39.1139440991976|-84.59497802856269|08/06/2021 12:00:00 AM|08/27/2021 12:00:00 AM|08/27/2021 12:00:00 AM
4345|SR21070067|OPEN|"""Building, residential"""|"""BLD-RES"""|"""window won't close"""|Cinc Building Dept|2021-08-06|2021-08-13|2022-08-06|"""3065 BRACKEN WOODS LN - GJ0880035431 """|45211.0|39.1430485512188|-84.5839564172692|08/06/2021 12:00:00 AM|08/13/2021 12:00:00 AM|08/13/2021 12:00:00 AM
4346|SR21070087|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""101 W ELDER ST - GJ1455832486 """|45202.0|39.1151368849861|-84.5183258518595|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4347|SR21070049|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""24 W COURT ST - GJ1485731509 """|45202.0|39.106268921328294|-84.5151704047924|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4348|SR21070096|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""24 W COURT ST - GJ1485731509 """|45202.0|39.106268921328294|-84.5151704047924|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4349|SR21070051|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-06|2021-08-06|2022-08-06|"""1106 RACE ST - GJ1477831628 """|45202.0|39.1073604395635|-84.5160476656308|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4350|SR21069260|OPEN|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Parking on unpaved surface."""|Cinc Building Dept|2021-08-04|2021-11-22|2022-01-31|"""1041 WELLS ST - GJ1012532007 """|45205.0|39.1119045061776|-84.56970471747829|08/04/2021 12:00:00 AM|11/22/2021 12:00:00 AM|11/22/2021 12:00:00 AM
4351|SR21069441|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""BATH TUB IS BACKING UP"""|Cinc Health Dept|2021-08-04|2021-10-29|2022-01-31|"""7003 GLEN MEADOW LN - GJ1864240722 """|45237.0|39.1882661355691|-84.4684691589228|08/04/2021 12:00:00 AM|10/29/2021 12:00:00 AM|11/06/2021 12:00:00 AM
4352|SR21069431|CLOS|"""Animal, waste in the yard"""|"""DOG_WSTE"""|"""ANIMAL WASTE ON BALCONY OF BUILDING CALLER STATES IT CAN BE SEEN FROM HER UNIT"""|Cinc Health Dept|2021-08-04|2021-08-31|2022-01-31|"""2568 WESTWOOD NORTHERN BLVD - GJ0882036074 """|45211.0|39.14882901844771|-84.58353522391741|08/04/2021 12:00:00 AM|08/31/2021 12:00:00 AM|08/31/2021 12:00:00 AM
4353|SR21069309|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""MOLD IN APARTMENT- 2ND BEDROOM ON THE CEILING """|Cinc Health Dept|2021-08-04|2021-08-13|2022-01-31|"""1902 VINE ST - GJ1468632691 """|45202.0|39.1169489063005|-84.5167808273504|08/04/2021 12:00:00 AM|08/13/2021 12:00:00 AM|08/13/2021 12:00:00 AM
4354|SR21069527|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-08-04|2021-08-05|2022-01-31|"""118 PARKWAY AV, CINC - GJ1842043135"""|45216.0|39.210044347732|-84.4702409031767|08/04/2021 12:00:00 AM|08/05/2021 12:00:00 AM|08/05/2021 12:00:00 AM
4355|SR21069271|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Doing work without permits. """|Cinc Building Dept|2021-08-04|2021-08-24|2022-08-04|"""2419 MAY ST - GJ1650633678 """|45206.0|39.1253817580692|-84.49542681501259|08/04/2021 12:00:00 AM|08/24/2021 12:00:00 AM|08/24/2021 12:00:00 AM
4356|SR21069443|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""Parklet"""|Law Department|2021-08-04|2021-08-04|2022-08-04|"""1403 VINE ST - GJ1481432003 """|45202.0|39.1107256499242|-84.51552017350059|08/04/2021 12:00:00 AM|08/04/2021 12:00:00 AM|08/04/2021 12:00:00 AM
4357|SR21069337|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Floors and walls are separating. Bedroom wall leaks. Paint is peeling. Floorboards are loose. Roach infestation. """|Cinc Building Dept|2021-08-04|2021-08-10|2022-08-04|"""714 RIDDLE RD - GJ1344534983 """|45220.0|39.1378855148881|-84.5303976747388|08/04/2021 12:00:00 AM|08/10/2021 12:00:00 AM|08/10/2021 12:00:00 AM
4358|SR21069481|CLOS|"""Building, residential"""|"""BLD-RES"""|"""Gutters falling off House in disrepair."""|Cinc Building Dept|2021-08-04|2021-08-25|2022-08-04|"""2250 QUEBEC RD - GJ1058833262 """|45214.0|39.1230939775502|-84.5639661433164|08/04/2021 12:00:00 AM|08/25/2021 12:00:00 AM|08/25/2021 12:00:00 AM
4359|SR21069122|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Windows leak whenever it rains. Mice infestation. """"Snake""""/worms coming up through the bathroom & kitchen plumbing. """|Cinc Building Dept|2021-08-04|2021-08-13|2022-08-04|"""4219 FOLEY RD - GJ0830230990 """|45238.0|39.1031855182315|-84.5910764013209|08/04/2021 12:00:00 AM|08/13/2021 12:00:00 AM|08/13/2021 12:00:00 AM
4360|SR21069533|CLOS|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-08-04|2021-08-05|2022-01-31|"""10 PARKWAY AV, CINC - GJ1812343201"""|45216.0|39.2107140901038|-84.47365565398809|08/04/2021 12:00:00 AM|08/05/2021 12:00:00 AM|08/05/2021 12:00:00 AM
4361|SR21069270|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""MOLD BASEMENT & LAUNDRY ROOM"""|Cinc Health Dept|2021-08-04|2021-08-31|2022-01-31|"""1713 MEARS AV - GJ2595629562 """|45230.0|39.0859309346128|-84.38758905834601|08/04/2021 12:00:00 AM|08/31/2021 12:00:00 AM|08/31/2021 12:00:00 AM
4362|SR21069151|CLOS|"""Rats, in a building"""|"""RATS"""|"""AND MICE, HAS CAUGHT SEVERAL"""|Cinc Health Dept|2021-08-04|2021-08-17|2022-01-31|"""4219 FOLEY RD - GJ0830230990 """|45238.0|39.1031855182315|-84.5910764013209|08/04/2021 12:00:00 AM|08/17/2021 12:00:00 AM|08/17/2021 12:00:00 AM
4363|SR21068845|CLOS|"""Sewage, in building"""|"""SEWAG_EX"""|"""NBRS SEW BACKING UP INTO TUB"""|Cinc Health Dept|2021-08-03|2021-08-11|2022-01-30|"""7003 GLEN MEADOW LN - GJ1864240722 """|45237.0|39.1882661355691|-84.4684691589228|08/03/2021 12:00:00 AM|08/11/2021 12:00:00 AM|08/11/2021 12:00:00 AM
4364|SR21068940|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""DUE TO LEAK """|Cinc Health Dept|2021-08-03|2021-08-05|2022-01-30|"""3547 HARVEY AV - GJ1621536067 """|45229.0|39.1469642011396|-84.4980321255903|08/03/2021 12:00:00 AM|08/05/2021 12:00:00 AM|08/05/2021 12:00:00 AM
4365|SR21068915|CLOS|"""Water, no water haz"""|"""WTR_NO"""|"""NO WATER 2 WEEKS PER MARVIN SIMS CASEWORKER FOR RESIDENT """|Cinc Health Dept|2021-08-03|2021-08-06|2022-01-30|"""1312 W NORTH BEND RD - GJ1247342187 """|45224.0|39.2029838609796|-84.53937417265091|08/03/2021 12:00:00 AM|08/06/2021 12:00:00 AM|08/06/2021 12:00:00 AM
4366|SR21068700|OPEN|"""Restaurant consult, new lic"""|"""RCNEWLIC"""|"""RESTAURANT"""|Cinc Health Dept|2021-08-03|2021-08-03|2022-01-30|"""1819 ELM ST - GJ1439332553 """|45202.0|39.1157770488309|-84.5202021001985|08/03/2021 12:00:00 AM|08/03/2021 12:00:00 AM|08/03/2021 12:00:00 AM
4367|SR21068611|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Water heater and furnace defects."""|Cinc Building Dept|2021-08-03|2021-08-03|2022-08-03|"""525 BOAL ST - GJ1565832344 """|45202.0|39.1135828110535|-84.5056502207623|08/03/2021 12:00:00 AM|08/03/2021 12:00:00 AM|08/03/2021 12:00:00 AM
4368|SR21068816|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Broken windows. Chimney falling apart. Front steps deteriorated. """|Cinc Building Dept|2021-08-03|2021-11-23|2022-08-03|"""4038 HEYWARD ST - GJ0916533153 """|45205.0|39.122450641489294|-84.5804407936423|08/03/2021 12:00:00 AM|11/23/2021 12:00:00 AM|11/23/2021 12:00:00 AM
4369|SR21067443|CLOS|"""Sidewalk, Obstructions"""|"""ADASDWKO"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-07-30|2021-08-13|2022-01-26|"""3449 HALLWOOD PL, CINC - GJ1631335514"""|45229.0|39.141963454815205|-84.4970577130092|07/30/2021 12:00:00 AM|08/13/2021 12:00:00 AM|08/13/2021 12:00:00 AM
4370|SR21067626|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""WATER RUNNING FROM CEILING """|Cinc Health Dept|2021-07-30|2021-10-29|2022-01-26|"""5622 GARDENHILL LN - GJ1487840980 """|45232.0|39.191527381278604|-84.5119339049762|07/30/2021 12:00:00 AM|10/29/2021 12:00:00 AM|11/06/2021 12:00:00 AM
4371|SR21067611|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""CLOSET """|Cinc Health Dept|2021-07-30|2021-08-05|2022-01-26|"""615 MAPLE AV - GJ1659435507 """|45229.0|39.1418268188054|-84.4938269291422|07/30/2021 12:00:00 AM|08/05/2021 12:00:00 AM|08/05/2021 12:00:00 AM
4372|SR21067565|NEW|"""Building, residential"""|"""BLD-RES"""|"""NO HEAT/HOLES IN SIDE HOUSE/TALL GRASS/2 EMPTY CARS IN THE YARD /MOLD IN BATH/SINK UPSTAIRS IN LINKING/CRACK IN BACKDOOR"""|Cinc Building Dept|2021-07-30|2021-07-30|2022-07-30|"""884 LEXINGTON AV - GJ1726236000 """|45229.0|39.146095298758794|-84.4859454986577|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM
4373|SR21067566|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-07-30|2021-07-30|2022-07-30|"""4937 RALPH AV, CINC - GJ0721932843"""|45238.0|39.1201344383525|-84.6030176345878|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM
4374|SR21067688|NEW|"""Building, residential"""|"""BLD-RES"""|"""roosters"""|Cinc Building Dept|2021-07-30|2021-07-30|2022-07-30|"""3215 PICKBURY DR - GJ0657335181 """|45211.0|39.1413319247302|-84.60977765891559|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM
4375|SR21067784|CLOS|"""Sidewalk, Obstructions"""|"""ADASDWKO"""|"""Transfer: 08/03/2021 8:22 AM/SSITTASONbushes blocking sidewalk private prop  - Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-07-30|2021-10-28|2022-01-30|"""2412 FAIRVIEW AV, CINC - GJ1367133780"""|45219.0|39.1270107838724|-84.5281549864076|07/30/2021 12:00:00 AM|10/28/2021 12:00:00 AM|11/06/2021 12:00:00 AM
4376|SR21067711|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-07-30|2021-08-03|2022-07-30|"""555 EAST EPWORTH AV, CINC - GJ1477239003"""|45232.0|39.1737569316169|-84.51377497736041|07/30/2021 12:00:00 AM|08/03/2021 12:00:00 AM|08/03/2021 12:00:00 AM
4377|SR21067699|CLOS|"""Building, residential"""|"""BLD-RES"""|"""Bedroom leaks when it rains into the closet, possibly mild."""|Cinc Building Dept|2021-07-30|2021-08-12|2022-07-30|"""3781 EASTERN HILLS LN - GJ2260236218 """|45209.0|39.1467116565645|-84.4241472811208|07/30/2021 12:00:00 AM|08/12/2021 12:00:00 AM|08/12/2021 12:00:00 AM
4378|SR21067629|CLOS|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-07-30|2021-08-19|2022-01-26|"""350 PROBASCO ST, CINC - GJ1412234645"""|45220.0|39.134686402933|-84.5226778251143|07/30/2021 12:00:00 AM|08/19/2021 12:00:00 AM|08/19/2021 12:00:00 AM
4379|SR21067724|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""18 perople in a quarantine center, mold on the floor , feces  on walls and , i asked for a mask, refused 
24+ people in the elevator. Black Mold in the jail.

Medication refused for 3 days. Refused to use neosporin in the jail on the injured eye and inhumane conditions and treatment. Vaping done in the cubicle areas."""|Cinc Health Dept|2021-07-30|2021-09-03|2022-01-26|"""1000 SYCAMORE ST - GJ1541131629 """|45202.0|39.107209972317705|-84.50873965871351|07/30/2021 12:00:00 AM|09/03/2021 12:00:00 AM|09/03/2021 12:00:00 AM
4380|SR21067440|NEW|"""Building, facade insp"""|"""BLDFACAD"""|"""Issue orders to make corrections identified in facade report"""|Cinc Building Dept|2021-07-30|2021-07-30|2022-07-30|"""1034 HULBERT AV - GJ1331032656 """|45214.0|39.1169730928337|-84.5326883469473|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM|07/30/2021 12:00:00 AM
4381|SR21067575|CLOS|"""Rats, outside a building"""|"""RATSOUT"""|""" RATS COMING OUT 2 TREE LINE CUTOUTS IN FRT OF HOTEL, PIKE ST SIDE ENV HAS BAITED
SPEAK WITH RS POINTER FOR MORE DETAILS 
"""|Cinc Health Dept|2021-07-30|2021-08-31|2022-01-26|"""400 PIKE ST - GJ1587231097 """|45202.0|39.1023037635766|-84.5035768666733|07/30/2021 12:00:00 AM|08/31/2021 12:00:00 AM|08/31/2021 12:00:00 AM
4382|SR21067490|CLOS|"""Tree, blocking visibility-pub"""|"""TRBV-UF"""|"""Transfer: 08/03/2021 9:49 AM/SSITTASONCRC trees overgrown per citizen across from 1713 Main  - Request entered through the Web. Refer to Intake Questions for further description."""|Park Department|2021-07-30|2021-09-03|2022-08-03|"""1713 MAIN ST, CINC - GJ1507332470"""|45202.0|39.114869622912394|-84.5123744668297|07/30/2021 12:00:00 AM|09/03/2021 12:00:00 AM|09/03/2021 12:00:00 AM
4383|SR21067791|CLOS|"""Food operation, request gen"""|"""GRCRYCNC"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Health Dept|2021-07-30|2021-08-18|2022-01-26|"""3715 MADISON RD, CINC - GJ2317437695"""|45209.0|39.159865987519396|-84.4170361097304|07/30/2021 12:00:00 AM|08/18/2021 12:00:00 AM|08/18/2021 12:00:00 AM
4384|SR21066193|CLOS|"""Driveway in Paper Street"""|"""DWAYPPST"""|""" """|Law Department|2021-07-27|2021-07-27|2022-07-27|"""1448 BERCLIFF AV - GJ1296738301 """|45223.0|39.1678765512403|-84.5348873887142|07/27/2021 12:00:00 AM|07/27/2021 12:00:00 AM|07/27/2021 12:00:00 AM
4385|SR21066148|CLOS|"""Unsanitary living conditions"""|"""BD_UNSAN"""|"""AIR UNIT LEAKINGT """|Cinc Health Dept|2021-07-27|2021-08-31|2022-01-23|"""1839 BEACON ST - GJ2644929708 """|45230.0|39.08711750762671|-84.3818382767719|07/27/2021 12:00:00 AM|08/31/2021 12:00:00 AM|08/31/2021 12:00:00 AM
4386|SR21066185|CLOS|"""Outdoor Cafe Seating"""|"""CAFESRSP"""|"""outdoor seating and planters"""|Law Department|2021-07-27|2021-07-27|2022-07-27|"""1401 REPUBLIC ST - GJ1474831978 """|45202.0|39.1105172723406|-84.5162897283582|07/27/2021 12:00:00 AM|07/27/2021 12:00:00 AM|07/27/2021 12:00:00 AM
4387|SR21066464|OPEN|"""Mold, childrens hosp referral"""|"""MLDCHLDR"""|"""CLEAR complaint:
I spoke to mother and she reports the following issues that is potentially affecting the air quality:
suspected mold around tub caulk, 
leaking plumbing causing water damage on the kitchen ceiling on the floor below,
heavy ants getting inside??
carpets are filthy and not cleaned after 5-6 years of residency."""|Cinc Health Dept|2021-07-27|2021-08-09|2022-01-23|"""3281 BOWLING GREEN CT - GJ1135235590 """|45225.0|39.143864280352105|-84.5544080719918|07/27/2021 12:00:00 AM|08/09/2021 12:00:00 AM|08/09/2021 12:00:00 AM
4388|SR21066123|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""BEHIND THE SHOWER - PLEASE MAKE ARRANG SO CALLER CAN BE OFF WORK """|Cinc Health Dept|2021-07-27|2021-10-20|2022-01-23|"""1936 MILLVALE CT - GJ1151136137 """|45225.0|39.1487499311267|-84.55239933908071|07/27/2021 12:00:00 AM|10/20/2021 12:00:00 AM|11/06/2021 12:00:00 AM
4389|SR21066293|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""SEVERAL ROOMS """|Cinc Health Dept|2021-07-27|2021-09-17|2022-01-23|"""2414 NOTTINGHAM RD - GJ1077837127 """|45225.0|39.1578383558265|-84.5605663734402|07/27/2021 12:00:00 AM|09/17/2021 12:00:00 AM|09/17/2021 12:00:00 AM
4390|SR21066230|CLOS|"""Sign Removable Attached"""|"""SIGNREMV"""|""" """|Law Department|2021-07-27|2021-07-27|2022-07-27|"""409 RACE ST - GJ1493130818 """|45202.0|39.100029250721704|-84.5145369926796|07/27/2021 12:00:00 AM|07/27/2021 12:00:00 AM|07/27/2021 12:00:00 AM
4391|SR21066206|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""MOLD IN THE BUILDING - UNDER BASEBOARDS 
MAJORITY OF MOLD IS IN THE BASEMENT WHERE WASHER AND DRYER IS LOCATED """|Cinc Health Dept|2021-07-27|2021-08-13|2022-01-23|"""3272 GOBEL AV - GJ0922235821 """|45211.0|39.1464586090131|-84.5789610204407|07/27/2021 12:00:00 AM|08/13/2021 12:00:00 AM|08/13/2021 12:00:00 AM
